session_label,row_type,timestamp,trust_score,ema_trust_score,trust_band,signal_missing_count,final_band_raw_majority,final_band_ema,band_disagreement
bonafide_01,sample,2026-07-12T08:06:17.816654+00:00,34,34,fraud,5,,,
bonafide_01,sample,2026-07-12T08:06:20.844053+00:00,34,34,fraud,5,,,
bonafide_01,sample,2026-07-12T08:06:23.864289+00:00,34,34,fraud,5,,,
bonafide_01,sample,2026-07-12T08:06:28.340545+00:00,34,34,fraud,5,,,
bonafide_01,sample,2026-07-12T08:06:31.355837+00:00,34,34,fraud,5,,,
bonafide_01,sample,2026-07-12T08:06:34.371309+00:00,34,34,fraud,5,,,
bonafide_01,sample,2026-07-12T08:06:37.392331+00:00,34,34,fraud,5,,,
bonafide_01,sample,2026-07-12T08:06:40.403532+00:00,34,34,fraud,5,,,
bonafide_01,sample,2026-07-12T08:06:43.435825+00:00,34,34,fraud,5,,,
bonafide_01,sample,2026-07-12T08:06:46.461388+00:00,34,34,fraud,5,,,
bonafide_01,sample,2026-07-12T08:06:49.484991+00:00,34,34,fraud,5,,,
bonafide_01,sample,2026-07-12T08:06:52.498335+00:00,34,34,fraud,5,,,
bonafide_01,sample,2026-07-12T08:06:55.532454+00:00,34,34,fraud,5,,,
bonafide_01,sample,2026-07-12T08:06:58.550134+00:00,34,34,fraud,5,,,
bonafide_01,sample,2026-07-12T08:07:01.583600+00:00,34,34,fraud,5,,,
bonafide_01,sample,2026-07-12T08:07:04.602268+00:00,34,34,fraud,5,,,
bonafide_01,summary,2026-07-12T08:07:05.603102+00:00,34,34,fraud,5,fraud,fraud,False
bonafide_01,sample,2026-07-12T08:15:00.219616+00:00,34,34,fraud,5,,,
bonafide_01,sample,2026-07-12T08:15:03.258868+00:00,34,34,fraud,5,,,
bonafide_01,sample,2026-07-12T08:15:06.293259+00:00,34,34,fraud,5,,,
bonafide_01,sample,2026-07-12T08:15:09.303970+00:00,34,34,fraud,5,,,
bonafide_01,sample,2026-07-12T08:15:12.339680+00:00,34,34,fraud,5,,,
bonafide_01,sample,2026-07-12T08:15:15.374903+00:00,34,34,fraud,5,,,
bonafide_01,sample,2026-07-12T08:15:18.401181+00:00,34,34,fraud,5,,,
bonafide_01,sample,2026-07-12T08:15:21.431357+00:00,34,34,fraud,5,,,
bonafide_01,sample,2026-07-12T08:15:24.448592+00:00,34,34,fraud,5,,,
bonafide_01,sample,2026-07-12T08:15:27.467412+00:00,34,34,fraud,5,,,
bonafide_01,sample,2026-07-12T08:15:30.483108+00:00,34,34,fraud,5,,,
bonafide_01,sample,2026-07-12T08:15:33.497945+00:00,34,34,fraud,5,,,
bonafide_01,sample,2026-07-12T08:15:36.503823+00:00,34,34,fraud,5,,,
bonafide_01,sample,2026-07-12T08:15:39.525001+00:00,34,34,fraud,5,,,
bonafide_01,sample,2026-07-12T08:15:42.553518+00:00,34,34,fraud,5,,,
bonafide_01,sample,2026-07-12T08:15:45.588237+00:00,34,34,fraud,5,,,
bonafide_01,sample,2026-07-12T08:15:48.596201+00:00,34,34,fraud,5,,,
bonafide_01,sample,2026-07-12T08:15:51.603651+00:00,34,34,fraud,5,,,
bonafide_01,sample,2026-07-12T08:15:54.621162+00:00,34,34,fraud,5,,,
bonafide_01,sample,2026-07-12T08:15:57.634992+00:00,34,34,fraud,5,,,
bonafide_01,summary,2026-07-12T08:15:58.635950+00:00,34,34,fraud,5,fraud,fraud,False
bonafide_01,sample,2026-07-12T08:16:21.247283+00:00,34,34,fraud,5,,,
bonafide_01,sample,2026-07-12T08:16:24.259782+00:00,34,34,fraud,5,,,
bonafide_01,sample,2026-07-12T08:16:27.293641+00:00,34,34,fraud,5,,,
bonafide_01,sample,2026-07-12T08:16:30.329997+00:00,34,34,fraud,5,,,
bonafide_01,sample,2026-07-12T08:16:33.355703+00:00,34,34,fraud,5,,,
bonafide_01,sample,2026-07-12T08:16:36.384391+00:00,34,34,fraud,5,,,
bonafide_01,sample,2026-07-12T08:16:39.414381+00:00,34,34,fraud,5,,,
bonafide_01,sample,2026-07-12T08:16:42.433930+00:00,34,34,fraud,5,,,
bonafide_01,sample,2026-07-12T08:16:45.454786+00:00,34,34,fraud,5,,,
bonafide_01,sample,2026-07-12T08:16:48.476225+00:00,34,34,fraud,5,,,
bonafide_01,sample,2026-07-12T08:16:51.508028+00:00,39,37,fraud,1,,,
bonafide_01,sample,2026-07-12T08:16:54.518860+00:00,39,37,fraud,5,,,
bonafide_01,sample,2026-07-12T08:16:57.534241+00:00,39,38,fraud,5,,,
bonafide_01,sample,2026-07-12T08:17:00.554748+00:00,39,38,fraud,5,,,
bonafide_01,sample,2026-07-12T08:17:03.582410+00:00,39,38,fraud,5,,,
bonafide_01,sample,2026-07-12T08:17:06.603000+00:00,39,39,fraud,5,,,
bonafide_01,sample,2026-07-12T08:17:09.625047+00:00,39,39,fraud,5,,,
bonafide_01,sample,2026-07-12T08:17:12.661711+00:00,39,39,fraud,5,,,
bonafide_01,sample,2026-07-12T08:17:15.684681+00:00,39,39,fraud,5,,,
bonafide_01,sample,2026-07-12T08:17:18.705594+00:00,39,39,fraud,5,,,
bonafide_01,summary,2026-07-12T08:17:19.706662+00:00,39,39,fraud,5,fraud,fraud,False
bonafide_01,sample,2026-07-12T08:18:57.770418+00:00,39,39,fraud,5,,,
bonafide_01,sample,2026-07-12T08:19:00.784709+00:00,39,39,fraud,5,,,
bonafide_01,sample,2026-07-12T08:19:03.823611+00:00,39,39,fraud,5,,,
bonafide_01,sample,2026-07-12T08:19:06.853941+00:00,39,39,fraud,5,,,
bonafide_01,sample,2026-07-12T08:19:09.878249+00:00,39,39,fraud,5,,,
bonafide_01,sample,2026-07-12T08:19:12.905197+00:00,39,39,fraud,5,,,
bonafide_01,sample,2026-07-12T08:19:15.932447+00:00,39,39,fraud,5,,,
bonafide_01,sample,2026-07-12T08:19:19.103550+00:00,39,39,fraud,5,,,
bonafide_01,sample,2026-07-12T08:19:22.138440+00:00,43,41,fraud,1,,,
bonafide_01,sample,2026-07-12T08:19:25.176595+00:00,43,42,fraud,5,,,
bonafide_01,sample,2026-07-12T08:19:28.200604+00:00,43,42,fraud,5,,,
bonafide_01,sample,2026-07-12T08:19:31.240006+00:00,43,42,fraud,5,,,
bonafide_01,sample,2026-07-12T08:19:34.267667+00:00,43,43,fraud,5,,,
bonafide_01,sample,2026-07-12T08:19:37.284800+00:00,43,43,fraud,5,,,
bonafide_01,sample,2026-07-12T08:19:40.321834+00:00,43,43,fraud,5,,,
bonafide_01,sample,2026-07-12T08:19:43.359115+00:00,43,43,fraud,5,,,
bonafide_01,sample,2026-07-12T08:19:46.379524+00:00,43,43,fraud,5,,,
bonafide_01,sample,2026-07-12T08:19:49.412850+00:00,43,43,fraud,5,,,
bonafide_01,sample,2026-07-12T08:19:52.424383+00:00,43,43,fraud,5,,,
bonafide_01,sample,2026-07-12T08:19:55.615024+00:00,43,43,fraud,5,,,
bonafide_01,summary,2026-07-12T08:19:56.621040+00:00,43,43,fraud,5,fraud,fraud,False
